rank,primary_isbn10,primary_isbn13,publisher,title,author,category,pub_date
10,,9781250260604,Macmillan Audio,AMERICAN DIRT,Jeanine Cummins,Audio Fiction,2020-08-01
11,,9781797104744,Simon & Schuster Audio,NEAR DARK,Brad Thor,Audio Fiction,2020-08-01
12,0062963708,9780062963703,HarperAudio,THE DUTCH HOUSE,Ann Patchett,Audio Fiction,2020-08-01
13,,9781250317537,Macmillan Audio,THE SILENT PATIENT,Alex Michaelides,Audio Fiction,2020-08-01
14,,9780593216620,Random House Audio,MEMOIRS AND MISINFORMATION,Jim Carrey and Dana Vachon,Audio Fiction,2020-08-01
15,,9780593213865,Random House Audio,MEXICAN GOTHIC,Silvia Moreno-Garcia,Audio Fiction,2020-08-01
1,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-07-01
2,1549184466,9781549184468,Hachette Audio,THE SUMMER HOUSE,James Patterson and Brendan DuBois,Audio Fiction,2020-07-01
3,,9781250752390,Macmillan Audio,HIDEAWAY,Nora Roberts,Audio Fiction,2020-07-01
4,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2020-07-01
5,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2020-07-01
6,,9781250260604,Macmillan Audio,AMERICAN DIRT,Jeanine Cummins,Audio Fiction,2020-07-01
7,154911736X,9781549117367,Hachette Audio,28 SUMMERS,Elin Hilderbrand,Audio Fiction,2020-07-01
8,154915706X,9781549157066,Hachette Audio,FAIR WARNING,Michael Connelly,Audio Fiction,2020-07-01
9,0062963708,9780062963703,HarperAudio,THE DUTCH HOUSE,Ann Patchett,Audio Fiction,2020-07-01
10,,9781250317537,Macmillan Audio,THE SILENT PATIENT,Alex Michaelides,Audio Fiction,2020-07-01
11,,9781797104805,Simon & Schuster Audio,IF IT BLEEDS,Stephen King,Audio Fiction,2020-07-01
12,0525498079,9780525498070,Penguin Audio,LITTLE FIRES EVERYWHERE,Celeste Ng,Audio Fiction,2020-07-01
13,,9780525530206,Penguin Audio,THE GIVER OF STARS,Jojo Moyes,Audio Fiction,2020-07-01
14,,9780593216224,Random House Audio,TOM CLANCY: FIRING POINT,Mike Maden,Audio Fiction,2020-07-01
15,,9780593210482,Random House Audio,THE LIES THAT BIND,Emily Giffin,Audio Fiction,2020-07-01
1,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-06-01
2,,9780593168431,Random House Audio,CAMINO WINDS,John Grisham,Audio Fiction,2020-06-01
3,,9781797104805,Simon & Schuster Audio,IF IT BLEEDS,Stephen King,Audio Fiction,2020-06-01
4,0525498079,9780525498070,Penguin Audio,LITTLE FIRES EVERYWHERE,Celeste Ng,Audio Fiction,2020-06-01
5,,9781250260604,Macmillan Audio,AMERICAN DIRT,Jeanine Cummins,Audio Fiction,2020-06-01
6,,9781508251200,Simon & Schuster Audio,THE TERMINAL LIST,Jack Carr,Audio Fiction,2020-06-01
7,0062963708,9780062963703,HarperAudio,THE DUTCH HOUSE,Ann Patchett,Audio Fiction,2020-06-01
8,,9781797108407,Simon & Schuster Audio,BIG SUMMER,Jennifer Weiner,Audio Fiction,2020-06-01
9,1478999268,9781478999263,Hachette Audio,WALK THE WIRE,David Baldacci,Audio Fiction,2020-06-01
10,154912689X,9781549126895,Hachette Audio,THE 20TH VICTIM,James Patterson and Maxine Paetro,Audio Fiction,2020-06-01
11,,9781250752390,Macmillan Audio,HIDEAWAY,Nora Roberts,Audio Fiction,2020-06-01
12,,9781250317537,Macmillan Audio,THE SILENT PATIENT,Alex Michaelides,Audio Fiction,2020-06-01
13,,9781508299622,Simon & Schuster Audio,SAVAGE SON,Jack Carr,Audio Fiction,2020-06-01
14,,9781488208096,Harlequin Audio,THE HENNA ARTIST,Alka Joshi,Audio Fiction,2020-06-01
15,154915706X,9781549157066,Hachette Audio,FAIR WARNING,Michael Connelly,Audio Fiction,2020-06-01
1,0525498079,9780525498070,Penguin Audio,LITTLE FIRES EVERYWHERE,Celeste Ng,Audio Fiction,2020-05-01
2,,9781797104805,Simon & Schuster Audio,IF IT BLEEDS,Stephen King,Audio Fiction,2020-05-01
3,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-05-01
4,1478999268,9781478999263,Hachette Audio,WALK THE WIRE,David Baldacci,Audio Fiction,2020-05-01
5,,9781543661200,Brilliance Audio,THE BOY FROM THE WOODS,Harlan Coben,Audio Fiction,2020-05-01
6,,9781250260604,Macmillan Audio,AMERICAN DIRT,Jeanine Cummins,Audio Fiction,2020-05-01
7,,DORORIG000144,Audible Originals,ESCAPE FROM VIRTUAL ISLAND,John Lutz,Audio Fiction,2020-05-01
8,,9780593168431,Random House Audio,CAMINO WINDS,John Grisham,Audio Fiction,2020-05-01
9,0062963708,9780062963703,HarperAudio,THE DUTCH HOUSE,Ann Patchett,Audio Fiction,2020-05-01
10,,9780593164228,Penguin Audio,MASKED PREY,John Sandford,Audio Fiction,2020-05-01
11,,9780525530206,Penguin Audio,THE GIVER OF STARS,Jojo Moyes,Audio Fiction,2020-05-01
12,,9780307987570,Random House Audio,THE STAND,Stephen King,Audio Fiction,2020-05-01
13,,9781250317537,Macmillan Audio,THE SILENT PATIENT,Alex Michaelides,Audio Fiction,2020-05-01
14,,9781508299622,Simon & Schuster Audio,SAVAGE SON,Jack Carr,Audio Fiction,2020-05-01
15,,9781488206979,Harlequin Audio,THE WIVES,Tarryn Fisher,Audio Fiction,2020-05-01
1,0525498079,9780525498070,Penguin Audio,LITTLE FIRES EVERYWHERE,Celeste Ng,Audio Fiction,2020-04-01
2,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-04-01
3,,9781250260604,Macmillan Audio,AMERICAN DIRT,Jeanine Cummins,Audio Fiction,2020-04-01
4,,9781543661200,Brilliance Audio,THE BOY FROM THE WOODS,Harlan Coben,Audio Fiction,2020-04-01
5,1441817204,9781441817204,Brilliance Audio,THE EYES OF DARKNESS,Dean Koontz,Audio Fiction,2020-04-01
6,,9780307987570,Random House Audio,THE STAND,Stephen King,Audio Fiction,2020-04-01
7,0062963708,9780062963703,HarperAudio,THE DUTCH HOUSE,Ann Patchett,Audio Fiction,2020-04-01
8,,9780593165768,Penguin Audio,SMOKE BITTEN,Patricia Briggs,Audio Fiction,2020-04-01
9,,9780525530206,Penguin Audio,THE GIVER OF STARS,Jojo Moyes,Audio Fiction,2020-04-01
10,,9781250317537,Macmillan Audio,THE SILENT PATIENT,Alex Michaelides,Audio Fiction,2020-04-01
11,,DBKADBL050607,Audible Studios,HOUSE OF EARTH AND BLOOD,Sarah J Maas,Audio Fiction,2020-04-01
12,,9781488206979,Harlequin Audio,THE WIVES,Tarryn Fisher,Audio Fiction,2020-04-01
13,,9781980021810,Recorded Books,LONG RANGE,C.J. Box,Audio Fiction,2020-04-01
14,,9781980057673,Recorded Books,THE JETSETTERS,Amanda Eyre Ward,Audio Fiction,2020-04-01
15,,9781797103204,Simon & Schuster Audio,IN FIVE YEARS,Rebecca Serle,Audio Fiction,2020-04-01
1,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-03-01
2,,9781250259981,Macmillan Audio,GOLDEN IN DEATH,JD Robb,Audio Fiction,2020-03-01
3,,9781250260604,Macmillan Audio,AMERICAN DIRT,Jeanine Cummins,Audio Fiction,2020-03-01
4,,9780525530206,Penguin Audio,THE GIVER OF STARS,Jojo Moyes,Audio Fiction,2020-03-01
5,0062963708,9780062963703,HarperAudio,THE DUTCH HOUSE,Ann Patchett,Audio Fiction,2020-03-01
6,,9781250317537,Macmillan Audio,THE SILENT PATIENT,Alex Michaelides,Audio Fiction,2020-03-01
7,,9781774242629,Podium,VALKYRIE,Craig Alanson,Audio Fiction,2020-03-01
8,0525498079,9780525498070,Penguin Audio,LITTLE FIRES EVERYWHERE,Celeste Ng,Audio Fiction,2020-03-01
9,,9781250223463,Macmillan Audio,THE SCENT KEEPER,Erica Bauermeister,Audio Fiction,2020-03-01
10,1549142259,9781549142253,Hachette Audio,CROOKED RIVER,Douglas Preston and Lincoln Child,Audio Fiction,2020-03-01
11,,9781488206979,Harlequin Audio,THE WIVES,Tarryn Fisher,Audio Fiction,2020-03-01
12,,9780525639336,Random House Audio,THE GUARDIANS,John Grisham,Audio Fiction,2020-03-01
13,,9780593107065,Penguin Audio,SUCH A FUN AGE,Kiley Reid,Audio Fiction,2020-03-01
14,,9781508252221,Simon & Schuster Audio,THE OUTSIDER,Stephen King,Audio Fiction,2020-03-01
15,,DBKADBL053198,Audible Studios,ONE MINUTE OUT,Mark Greaney,Audio Fiction,2020-03-01
1,1478904712,9781478904717,Hachette Audio,THE LAST WISH,Andrzej Sapkowski,Audio Fiction,2020-02-01
2,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-02-01
3,,9780525530206,Penguin Audio,THE GIVER OF STARS,Jojo Moyes,Audio Fiction,2020-02-01
4,1478904720,9781478904724,Hachette Audio,BLOOD OF ELVES,Andrzej Sapkowski,Audio Fiction,2020-02-01
5,0062963708,9780062963703,HarperAudio,THE DUTCH HOUSE,Ann Patchett,Audio Fiction,2020-02-01
6,,9781250260604,Macmillan Audio,AMERICAN DIRT,Jeanine Cummins,Audio Fiction,2020-02-01
7,,9780593107065,Penguin Audio,SUCH A FUN AGE,Kiley Reid,Audio Fiction,2020-02-01
8,,9780525639336,Random House Audio,THE GUARDIANS,John Grisham,Audio Fiction,2020-02-01
9,1478934913,9781478934912,Hachette Audio,SWORD OF DESTINY,Andrzej Sapkowski,Audio Fiction,2020-02-01
10,,9781250317537,Macmillan Audio,THE SILENT PATIENT,Alex Michaelides,Audio Fiction,2020-02-01
11,,9781508252221,Simon & Schuster Audio,THE OUTSIDER,Stephen King,Audio Fiction,2020-02-01
12,1478904739,9781478904731,Hachette Audio,THE TIME OF CONTEMPT,Andrzej Sapkowski,Audio Fiction,2020-02-01
13,,9781488205842,Harlequin Audio,THE THINGS WE CANNOT SAY,Kelly Rimmer,Audio Fiction,2020-02-01
14,006266364X,9780062663641,HarperAudio,NORSE MYTHOLOGY,Neil Gaiman,Audio Fiction,2020-02-01
15,,DBKADBL051844,Audible Studios,THE MARTIAN,Andy Weir,Audio Fiction,2020-02-01
1,,9780525639336,Random House Audio,THE GUARDIANS,John Grisham,Audio Fiction,2020-01-01
2,,9780525530206,Penguin Audio,THE GIVER OF STARS,Jojo Moyes,Audio Fiction,2020-01-01
3,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-01-01
4,0062963708,9780062963703,HarperAudio,THE DUTCH HOUSE,Ann Patchett,Audio Fiction,2020-01-01
5,1478904712,9781478904717,Hachette Audio,THE LAST WISH,Andrzej Sapkowski,Audio Fiction,2020-01-01
6,,9781250317537,Macmillan Audio,THE SILENT PATIENT,Alex Michaelides,Audio Fiction,2020-01-01
7,1549118730,9781549118739,Hachette Audio,CONVICTION,Denise Mina,Audio Fiction,2020-01-01
8,1478904720,9781478904724,Hachette Audio,BLOOD OF ELVES,Andrzej Sapkowski,Audio Fiction,2020-01-01
9,,9780525494850,Random House Audio,THE WATER DANCER,Ta-Nehisi Coates,Audio Fiction,2020-01-01
10,1478999306,9781478999300,Hachette Audio,A MINUTE TO MIDNIGHT,David Baldacci,Audio Fiction,2020-01-01
11,1508279071,9781508279075,Simon & Schuster Audio,THE INSTITUTE,Stephen King,Audio Fiction,2020-01-01
12,,9781799751267,Brilliance,THE RISE OF MAGICKS,Nora Roberts,Audio Fiction,2020-01-01
13,1508287694,9781508287698,Simon & Schuster Audio,THE FAMILY UPSTAIRS,Lisa Jewell,Audio Fiction,2020-01-01
14,,9781524774363,Random House Audio,BLUE MOON,Lee Child,Audio Fiction,2020-01-01
15,006266364X,9780062663641,HarperAudio,NORSE MYTHOLOGY,Neil Gaiman,Audio Fiction,2020-01-01
1,,9780525530206,Penguin Audio,THE GIVER OF STARS,Jojo Moyes,Audio Fiction,2019-12-01
2,,9780525639336,Random House Audio,THE GUARDIANS,John Grisham,Audio Fiction,2019-12-01
3,0062963708,9780062963703,HarperAudio,THE DUTCH HOUSE,Ann Patchett,Audio Fiction,2019-12-01
4,1478999306,9781478999300,Hachette Audio,A MINUTE TO MIDNIGHT,David Baldacci,Audio Fiction,2019-12-01
5,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2019-12-01
6,,9780525501442,Penguin Audio,TWISTED TWENTY-SIX,Janet Evanovich,Audio Fiction,2019-12-01
7,,9781524774363,Random House Audio,BLUE MOON,Lee Child,Audio Fiction,2019-12-01
8,,9781799751267,Brilliance,THE RISE OF MAGICKS,Nora Roberts,Audio Fiction,2019-12-01
9,,9781774241288,Podium,ARMAGEDDON,Craig Alanson,Audio Fiction,2019-12-01
10,,9781250317537,Macmillan Audio,THE SILENT PATIENT,Alex Michaelides,Audio Fiction,2019-12-01
11,,9780735207882,Random House Audio,THE STARLESS SEA,Erin Morgenstern,Audio Fiction,2019-12-01
12,,9780593150573,Random House Audio,STAR WARS: RESISTANCE REBORN,Rebecca Roanhorse,Audio Fiction,2019-12-01
13,1508279071,9781508279075,Simon & Schuster Audio,THE INSTITUTE,Stephen King,Audio Fiction,2019-12-01
14,,9781442362390,Simon & Schuster Audio,DOCTOR SLEEP,Stephen King,Audio Fiction,2019-12-01
15,1508287694,9781508287698,Simon & Schuster Audio,THE FAMILY UPSTAIRS,Lisa Jewell,Audio Fiction,2019-12-01
1,,9780525639336,Random House Audio,THE GUARDIANS,John Grisham,Audio Fiction,2019-11-01
2,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2019-11-01
3,0062963708,9780062963703,HarperAudio,THE DUTCH HOUSE,Ann Patchett,Audio Fiction,2019-11-01
4,1549120786,9781549120787,Hachette Audio,THE NIGHT FIRE,Michael Connelly,Audio Fiction,2019-11-01
5,1508279071,9781508279075,Simon & Schuster Audio,THE INSTITUTE,Stephen King,Audio Fiction,2019-11-01
6,,9780525494850,Random House Audio,THE WATER DANCER,Ta-Nehisi Coates,Audio Fiction,2019-11-01
7,,9780525590460,Random House Audio,THE TESTAMENTS,Margaret Atwood,Audio Fiction,2019-11-01
8,,9781524774363,Random House Audio,BLUE MOON,Lee Child,Audio Fiction,2019-11-01
9,,9781250317537,Macmillan Audio,THE SILENT PATIENT,Alex Michaelides,Audio Fiction,2019-11-01
10,,9780593107157,Penguin Audio,BLOODY GENIUS,John Sandford,Audio Fiction,2019-11-01
11,,9780525530206,Penguin Audio,THE GIVER OF STARS,Jojo Moyes,Audio Fiction,2019-11-01
12,,9781603932110,Audible Studios,THE HANDMAID'S TALE,Margaret Atwood,Audio Fiction,2019-11-01
13,147897835X,9781478978350,Hachette Audio,THE BURNING WHITE,Brent Weeks,Audio Fiction,2019-11-01
14,,9781442362390,Simon & Schuster Audio,DOCTOR SLEEP,Stephen King,Audio Fiction,2019-11-01
15,1549120964,9781549120961,Hachette Audio,THE 19TH CHRISTMAS,James Patterson and Maxine Paetro,Audio Fiction,2019-11-01
1,0593146239,9780593146231,Penguin Audio,WILL,Will Smith with Mark Manson,Audio Nonfiction,current
2,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,current
3,,9780063209817,HarperAudio,UNTHINKABLE,Jamie Raskin,Audio Nonfiction,current
4,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,current
5,0063076128,9780063076129,HarperAudio,THE STORYTELLER,Dave Grohl,Audio Nonfiction,current
6,0593452283,9780593452288,Random House Audio,THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",Audio Nonfiction,current
7,,DBKACX0286289,Skyhorse,THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr,Audio Nonfiction,current
8,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,current
9,,9780358628965,HarperAudio,ENOUGH ALREADY,Valerie Bertinelli,Audio Nonfiction,current
10,0063061171,9780063061170,HarperAudio,RED-HANDED,Peter Schweizer,Audio Nonfiction,current
11,1101526203,9781101526200,Penguin Audio,IF YOU ASK ME,Betty White,Audio Nonfiction,current
12,,9780593153895,Random House Audio,CRYING IN H MART,Michelle Zauner,Audio Nonfiction,current
13,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,current
14,,9780593394762,Penguin Audio,THINK AGAIN,Adam Grant,Audio Nonfiction,current
15,,9780593156070,Random House Audio,UNTAMED,Glennon Doyle,Audio Nonfiction,current
1,0593146239,9780593146231,Penguin Audio,WILL,Will Smith with Mark Manson,Audio Nonfiction,2022-01-01
2,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,2022-01-01
3,0063076128,9780063076129,HarperAudio,THE STORYTELLER,Dave Grohl,Audio Nonfiction,2022-01-01
4,0593452283,9780593452288,Random House Audio,THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",Audio Nonfiction,2022-01-01
5,0593290747,9780593290743,Random House Audio,ALL ABOUT ME!,Mel Brooks,Audio Nonfiction,2022-01-01
6,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,2022-01-01
7,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,2022-01-01
8,,DBKACX0286289,Skyhorse,THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr,Audio Nonfiction,2022-01-01
9,0062796232,9780062796233,HarperAudio,SAPIENS,Yuval Noah Harari,Audio Nonfiction,2022-01-01
10,,9781250818669,Macmillan Audio,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,Audio Nonfiction,2022-01-01
11,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,2022-01-01
12,,9780593162392,Random House Audio,EMPIRE OF PAIN,Patrick Radden Keefe,Audio Nonfiction,2022-01-01
13,,9780593394762,Penguin Audio,THINK AGAIN,Adam Grant,Audio Nonfiction,2022-01-01
14,,9780593153895,Random House Audio,CRYING IN H MART,Michelle Zauner,Audio Nonfiction,2022-01-01
15,,9781603932158,Audible Studios,BORN A CRIME,Trevor Noah,Audio Nonfiction,2022-01-01
1,0593146239,9780593146231,Penguin Audio,WILL,Will Smith with Mark Manson,Audio Nonfiction,2021-12-01
2,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,2021-12-01
3,0063076128,9780063076129,HarperAudio,THE STORYTELLER,Dave Grohl,Audio Nonfiction,2021-12-01
4,0593452283,9780593452288,Random House Audio,THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",Audio Nonfiction,2021-12-01
5,,9781549151200,Hachette Audio,GOING THERE,Katie Couric,Audio Nonfiction,2021-12-01
6,0593559088,9780593559086,Penguin Audio,BETRAYAL,Jonathan Karl,Audio Nonfiction,2021-12-01
7,,9781250818669,Macmillan Audio,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,Audio Nonfiction,2021-12-01
8,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,2021-12-01
9,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,2021-12-01
10,0062796232,9780062796233,HarperAudio,SAPIENS,Yuval Noah Harari,Audio Nonfiction,2021-12-01
11,,DBKACX0286289,Skyhorse,THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr,Audio Nonfiction,2021-12-01
12,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,2021-12-01
13,,9781797136561,Simon & Schuster Audio,BOTH/AND,Huma Abedin,Audio Nonfiction,2021-12-01
14,0593509900,9780593509906,Penguin Audio,WOKE RACISM,John McWhorter,Audio Nonfiction,2021-12-01
15,,9780593156070,Random House Audio,UNTAMED,Glennon Doyle,Audio Nonfiction,2021-12-01
1,0063076128,9780063076129,HarperAudio,THE STORYTELLER,Dave Grohl,Audio Nonfiction,2021-11-01
2,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,2021-11-01
3,0593508610,9780593508619,Random House Audio,MIDNIGHT IN WASHINGTON,Adam Schiff,Audio Nonfiction,2021-11-01
4,,9781797137971,Simon & Schuster Audio,PERIL,Bob Woodward and Robert Costa,Audio Nonfiction,2021-11-01
5,,9781549151200,Hachette Audio,GOING THERE,Katie Couric,Audio Nonfiction,2021-11-01
6,1549108212,9781549108211,Hachette Audio,A CARNIVAL OF SNACKERY,David Sedaris,Audio Nonfiction,2021-11-01
7,0062964658,9780062964656,HarperAudio,VANDERBILT,Anderson Cooper and Katherine Howe,Audio Nonfiction,2021-11-01
8,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,2021-11-01
9,,9780063142961,HarperAudio,I'LL TAKE YOUR QUESTIONS NOW,Stephanie Grisham,Audio Nonfiction,2021-11-01
10,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,2021-11-01
11,0063065274,9780063065277,HarperAudio,THE BOYS,Ron Howard and Clint Howard,Audio Nonfiction,2021-11-01
12,,9780358578499,HarperAudio,THERE IS NOTHING FOR YOU HERE,Fiona Hill,Audio Nonfiction,2021-11-01
13,1797123475,9781797123479,Simon & Schuster Audio,TASTE,Stanley Tucci,Audio Nonfiction,2021-11-01
14,,9781603932158,Audible Studios,BORN A CRIME,Trevor Noah,Audio Nonfiction,2021-11-01
15,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,2021-11-01
1,,9781797137971,Simon & Schuster Audio,PERIL,Bob Woodward and Robert Costa,Audio Nonfiction,2021-10-01
2,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,2021-10-01
3,059345765X,9780593457658,Penguin Audio,A HUNTER-GATHERER'S GUIDE TO THE 21ST CENTURY,Heather Heying and Bret Weinstein,Audio Nonfiction,2021-10-01
4,0062964658,9780062964656,HarperAudio,VANDERBILT,Anderson Cooper and Katherine Howe,Audio Nonfiction,2021-10-01
5,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,2021-10-01
6,0062979965,9780062979964,HarperAudio,YOU GOT ANYTHING STRONGER?,Gabrielle Union with Kevin Carr O’Leary,Audio Nonfiction,2021-10-01
7,,9781524703196,Random House Audio,BASED ON A TRUE STORY,Norm Macdonald,Audio Nonfiction,2021-10-01
8,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,2021-10-01
9,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,2021-10-01
10,,9781797122083,Simon & Schuster Audio,AMERICAN MARXISM,Mark R. Levin,Audio Nonfiction,2021-10-01
11,,9781797131528,Simon & Schuster Audio,THE AFGHANISTAN PAPERS,Craig Whitlock,Audio Nonfiction,2021-10-01
12,,9780593409220,Penguin Audio,DOPAMINE NATION,Anna Lembke,Audio Nonfiction,2021-10-01
13,,9780593156070,Random House Audio,UNTAMED,Glennon Doyle,Audio Nonfiction,2021-10-01
14,,9780525633723,Random House Audio,A PROMISED LAND,Barack Obama,Audio Nonfiction,2021-10-01
